Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S00774,19,87,74,81,7.4,1
S00775,21,60,72,81,5.9,1
S00776,19,67,61,78,3.7,1
S00777,22,100,100,96,9.9,1
S00778,18,64,72,56,0.7,1
S00779,20,73,73,70,2.9,1
S00780,19,86,77,73,5.4,1
S00781,21,72,84,62,5.5,1
S00782,22,85,80,82,6.1,1
S00783,18,100,86,98,7.6,1
S00784,17,75,78,97,6.4,1
S00785,17,96,91,83,6.2,1
S00786,18,70,30,66,1.0,1
S00787,22,68,47,44,4.1,1
S00788,21,64,80,99,2.7,1
S00789,18,68,66,85,3.0,1
S00790,20,88,90,87,5.8,1
S00791,20,69,59,68,2.4,1
S00792,17,63,90,46,3.3,1
S00793,19,41,66,71,2.8,1
S00794,21,100,98,91,9.5,1
S00795,17,70,88,75,9.5,1
S00796,19,64,70,85,6.3,1
S00797,19,87,71,100,9.3,1
S00798,20,72,97,89,8.0,1
S00799,22,83,85,83,6.1,1
S00800,16,54,60,66,0.6,1
S00801,22,96,73,81,7.8,1
S00802,16,65,100,91,7.2,1
S00803,18,72,82,97,6.3,1
S00804,20,86,95,85,7.7,1
S00805,19,77,77,69,5.4,1
S00806,21,92,71,68,7.2,1
S00807,16,82,100,96,9.4,1
S00808,22,66,78,80,4.1,1
S00809,19,90,82,87,7.2,1
S00810,16,49,81,73,5.0,1
S00811,16,87,93,85,6.9,1
S00812,16,95,94,79,7.7,1
S00813,21,43,40,55,0.9,1
S00814,20,78,64,70,6.6,1
S00815,21,84,76,58,2.7,1
S00816,17,91,75,88,6.9,1
S00817,19,80,63,73,4.9,1
S00818,20,98,91,77,7.8,1
S00819,20,83,51,50,1.7,1
S00820,20,81,76,88,6.5,1
S00821,22,63,79,82,3.1,1
S00822,20,100,72,76,8.6,1
S00823,21,90,76,88,9.3,1
S00824,20,84,76,82,10.0,1
S00825,18,81,77,84,8.1,1
S00826,19,90,87,91,7.7,1
S00827,20,60,59,86,2.5,1
S00828,19,65,89,67,3.7,1
S00829,18,62,81,83,4.9,1
S00830,18,100,86,93,7.8,1
S00831,19,88,100,88,9.2,1
S00832,16,56,50,80,2.3,1
S00833,17,85,100,86,9.3,1
S00834,22,93,81,88,7.1,1
S00835,16,87,75,74,6.3,1
S00836,16,59,73,74,2.4,1
S00837,21,59,56,68,1.0,1
S00838,22,82,82,92,5.9,1
S00839,22,73,81,100,6.7,1
S00840,16,47,70,78,2.5,1
S00841,20,84,73,86,5.8,1
S00842,21,82,100,83,8.6,1
S00843,21,94,64,62,8.4,1
S00844,18,96,100,100,9.3,1
S00845,22,72,50,93,4.0,1
S00846,16,64,61,75,3.5,1
S00847,18,78,92,73,7.6,1
S00848,19,60,50,90,4.6,1
S00849,17,53,64,76,1.3,1
S00850,21,75,53,48,3.2,1
S00851,19,90,62,76,4.5,1
S00852,19,83,57,73,3.3,1
S00853,20,72,55,54,3.7,1
S00854,17,85,49,59,3.3,1
S00855,19,55,85,75,0.9,1
S00856,19,66,80,82,6.6,1
S00857,17,100,66,69,6.2,1
S00858,17,88,76,74,6.7,1
S00859,19,46,66,54,2.3,1
S00860,17,87,65,71,3.3,1
S00861,19,72,66,89,6.4,1
S00862,19,73,70,93,6.2,1
S00863,20,88,91,70,5.3,1
S00864,16,87,55,68,3.8,1
S00865,19,80,68,95,9.2,1
S00866,18,87,66,82,3.7,1
S00867,21,85,52,79,4.8,1
S00868,22,73,72,96,6.9,1
S00869,16,75,64,98,5.7,1
S00870,16,88,57,54,3.8,1
S00871,16,55,75,91,4.6,1
S00872,20,100,90,100,8.0,1
S00873,19,78,59,57,3.1,1
S00874,20,69,63,71,1.9,1
S00875,19,71,60,78,3.5,1
S00876,20,100,94,76,8.6,1
S00877,20,86,44,63,1.3,1
S00878,21,87,97,93,9.9,1
S00879,18,85,81,66,5.6,1
S00880,20,100,100,88,9.9,1
S00881,21,83,72,100,9.4,1
S00882,17,77,100,94,4.8,1
S00883,18,77,75,56,2.4,1
S00884,20,39,87,37,2.1,1
S00885,22,76,79,83,2.8,1
S00886,16,71,73,100,7.2,1
S00887,17,70,77,80,3.1,1
S00888,17,84,63,69,3.7,1
S00889,21,46,74,63,4.8,1
S00890,17,100,78,96,9.2,1
S00891,18,89,58,79,2.3,1
S00892,20,51,70,54,0.5,1
S00893,20,66,66,67,1.1,1
S00894,22,100,100,84,9.1,1
S00895,16,63,66,90,6.7,1
S00896,21,76,46,47,3.1,1
S00897,16,76,79,71,2.2,1
S00898,17,76,82,67,3.3,1
S00899,22,62,66,85,1.6,1
S00900,16,81,98,94,9.4,1
S00901,18,100,97,93,7.9,1
S00902,20,75,78,65,4.9,1
S00903,17,79,97,85,8.7,1
S00904,22,63,78,74,2.9,1
S00905,16,89,84,79,7.3,1
S00906,21,71,86,85,8.6,1
S00907,18,71,76,75,3.9,1
S00908,18,81,100,66,7.7,1
S00909,16,84,59,65,3.3,1
S00910,20,46,64,79,3.3,1
S00911,16,72,42,60,1.5,1
S00912,17,91,80,100,4.7,1
S00913,16,63,79,85,7.4,1
S00914,18,72,76,70,9.4,1
S00915,22,100,80,85,6.2,1
S00916,16,79,100,76,8.7,1
S00917,20,100,84,90,8.3,1
S00918,22,42,62,60,2.1,1
S00919,21,77,94,71,5.1,1
S00920,19,61,63,77,1.6,1
S00921,16,81,69,65,7.0,1
S00922,20,99,100,85,9.5,1
S00923,22,68,77,59,1.8,1
S00924,20,83,83,99,7.5,1
S00925,21,69,83,77,6.5,1
S00926,18,92,64,69,6.0,1
S00927,20,79,63,76,4.2,1
S00928,22,72,68,63,3.9,1
S00929,20,66,61,55,0.9,1
S00930,20,75,59,76,2.6,1
S00931,20,48,55,30,0.6,1
S00932,17,86,78,69,6.0,1
S00933,17,54,51,57,1.5,1
S00934,18,100,87,100,8.8,1
S00935,16,75,92,82,5.5,1
S00936,20,91,77,82,7.1,1
S00937,21,67,63,73,4.4,1
S00938,16,86,100,80,5.8,1
S00939,21,81,96,93,9.5,1
S00940,16,61,53,66,1.3,1
S00941,18,78,76,91,2.9,1
S00942,20,92,90,80,7.9,1
S00943,20,63,55,66,1.4,1
S00944,19,81,61,64,1.2,1
S00945,21,83,68,83,3.9,1
S00946,16,71,74,57,1.4,1
S00947,16,87,88,75,6.1,1
S00948,17,75,41,52,2.6,1
S00949,19,100,100,100,9.0,1
S00950,22,82,84,69,7.9,1
S00951,22,96,100,89,7.1,1
S00952,17,85,90,99,6.4,1
S00953,17,85,93,100,8.7,1
S00954,17,64,66,65,2.6,1
S00955,21,93,100,84,8.8,1
S00956,21,77,84,85,8.0,1
S00957,18,96,78,94,7.6,1
S00958,18,77,72,77,5.8,1
S00959,17,67,68,66,2.8,1
S00960,19,89,74,86,4.5,1
S00961,16,89,99,86,8.0,1
S00962,21,77,69,61,0.8,1
S00963,19,80,96,76,7.9,1
S00964,20,53,65,80,2.8,1
S00965,21,59,72,69,1.9,1
S00966,21,28,72,65,1.6,1
S00967,18,69,59,42,0.8,1
S00968,16,65,81,88,5.5,1
S00969,16,58,76,56,2.6,1
S00970,22,100,97,97,9.9,1
S00971,22,80,83,71,6.0,1
S00972,22,57,81,54,1.8,1
S00973,22,59,86,93,7.0,1
S00974,20,100,84,90,9.0,1
S00975,20,94,70,85,7.6,1
S00976,21,84,63,85,1.2,1
S00977,17,84,87,100,9.0,1
S00978,18,70,97,83,8.0,1
S00979,18,75,84,52,2.0,1
S00980,22,57,48,79,1.0,1
S00981,21,86,68,64,5.8,1
S00982,19,82,64,72,2.0,1
S00983,17,93,79,84,8.4,1
S00984,21,73,69,73,3.9,1
S00985,17,95,86,100,9.2,1
S00986,17,59,67,70,5.9,1
S00987,17,77,75,60,2.2,1
S00988,21,76,65,74,1.8,1
S00989,22,85,100,99,6.0,1
S00990,18,68,91,100,7.7,1
S00991,18,85,100,69,7.9,1
S00992,22,85,60,65,3.1,1
S00993,17,58,57,56,2.4,1
S00994,19,72,86,72,0.7,1
S00995,16,84,76,83,7.0,1
S00996,21,68,50,73,1.2,1
S00997,16,68,60,70,4.5,1
S00998,22,81,100,88,6.2,1
S00999,19,98,89,88,9.4,1
S01000,21,56,75,73,3.5,1
S01001,22,70,70,63,2.9,1
S01002,17,50,74,96,6.7,1
S01003,18,73,78,67,6.4,1
S01004,16,76,81,71,3.7,1
S01005,20,100,78,100,9.3,1
S01006,20,95,97,100,8.5,1
S01007,19,49,84,59,2.6,1
S01008,17,79,71,60,2.8,1
S01009,16,63,94,83,5.4,1
S01010,17,94,70,92,7.8,1
S01011,16,45,38,76,0.9,1
S01012,19,74,87,67,7.1,1
S01013,19,70,75,96,6.7,1
S01014,20,67,78,59,2.7,1
S01015,17,81,80,97,7.0,1
S01016,21,99,94,72,9.4,1
S01017,20,58,61,51,0.9,1
S01018,17,51,72,90,3.5,1
S01019,20,77,68,95,4.7,1
S01020,21,70,75,90,9.0,1
S01021,18,83,91,87,9.6,1
S01022,18,69,92,75,4.7,1
S01023,18,80,79,89,7.6,1
S01024,18,58,71,83,5.6,1
S01025,22,94,80,75,5.6,1
S01026,16,87,55,49,3.1,1
S01027,22,92,79,62,2.6,1
S01028,22,82,56,53,3.2,1
S01029,22,73,76,87,5.8,1
S01030,18,53,91,67,0.8,1
S01031,21,86,78,88,9.1,1
S01032,19,87,82,64,2.0,1
S01033,19,64,68,90,2.6,1
S01034,16,92,81,90,5.4,1
S01035,18,98,75,85,7.2,1
S01036,18,63,72,59,1.4,1
S01037,18,52,66,85,3.5,1
S01038,20,93,80,92,9.7,1
S01039,17,69,86,62,3.0,1
S01040,20,84,66,65,3.5,1
S01041,17,89,67,94,8.4,1
S01042,18,44,58,74,1.0,1
S01043,18,86,85,83,4.9,1
S01044,20,69,80,80,4.1,1
S01045,20,38,63,68,3.5,1
S01046,17,72,57,64,3.2,1
S01047,19,67,46,66,1.4,1
S01048,17,59,70,70,3.5,1
S01049,20,56,62,52,0.9,1
S01050,21,94,96,85,7.9,1
S01051,20,76,72,81,4.3,1
S01052,21,55,73,71,4.7,1
S01053,16,100,88,100,9.0,1
S01054,20,100,85,68,6.8,1
S01055,16,51,58,53,0.6,1
S01056,19,70,100,84,9.5,1
S01057,17,75,71,78,2.8,1
S01058,21,53,64,67,1.5,1
S01059,17,93,86,75,7.8,1
S01060,16,100,66,56,5.3,1
S01061,21,55,74,62,4.6,1
S01062,17,57,60,50,2.9,1
S01063,20,75,83,88,5.7,1
S01064,18,83,66,58,3.1,1
S01065,16,100,100,97,9.1,1
S01066,17,68,51,74,2.5,1
S01067,16,71,54,100,8.9,1
S01068,22,74,82,71,5.8,1
S01069,16,79,81,91,8.4,1
S01070,21,93,87,85,7.3,1
S01071,22,88,69,84,7.1,1
S01072,21,57,94,71,3.6,1
S01073,18,56,63,78,2.7,1
S01074,22,61,58,76,2.5,1
S01075,20,87,100,87,8.6,1
S01076,16,88,99,82,8.3,1
S01077,17,74,92,69,4.7,1
S01078,19,77,62,66,1.8,1
S01079,16,67,73,76,4.1,1
S01080,16,74,74,79,6.4,1
S01081,18,58,67,61,4.8,1
S01082,20,84,92,82,7.9,1
S01083,19,98,91,86,10.0,1
S01084,22,44,92,68,2.3,1
S01085,22,70,86,100,4.9,1
S01086,22,87,97,79,4.6,1
S01087,21,76,43,85,3.4,1
S01088,21,69,89,60,2.4,1
S01089,17,67,33,64,1.1,1
S01090,19,84,76,100,8.9,1
S01091,22,65,53,57,4.5,1
S01092,21,91,80,74,5.2,1
S01093,17,100,92,96,9.2,1
S01094,20,78,97,84,7.9,1
S01095,17,39,62,59,1.7,1
S01096,21,70,94,73,5.9,1
S01097,18,80,64,79,4.7,1
S01098,18,80,100,69,8.1,1
S01099,22,89,85,85,7.4,1
S01100,18,100,100,91,7.1,1
S01101,22,69,82,68,3.7,1
S01102,22,90,84,69,8.1,1
S01103,21,67,60,58,1.0,1
S01104,18,50,52,65,2.0,1
S01105,22,61,75,60,3.7,1
S01106,19,69,58,64,1.2,1
S01107,20,66,76,71,2.7,1
S01108,17,90,73,100,8.4,1
S01109,17,93,89,89,9.5,1
S01110,21,80,56,72,3.4,1
S01111,18,72,55,64,3.0,1
S01112,18,73,76,65,3.2,1
S01113,22,82,82,78,3.1,1
S01114,16,77,32,60,0.8,1
S01115,22,100,100,99,9.3,1
S01116,20,58,83,67,2.5,1
S01117,19,100,58,62,4.5,1
S01118,17,44,69,54,0.6,1
S01119,22,100,85,100,8.7,1
S01120,16,77,84,83,7.4,1
S01121,16,92,100,73,9.5,1
S01122,22,87,93,73,7.9,1
S01123,21,59,63,63,3.5,1
S01124,17,68,61,59,2.9,1
S01125,21,74,78,71,7.1,1
S01126,19,56,86,89,4.0,1
S01127,16,78,57,86,5.9,1
S01128,16,76,57,60,0.6,1
S01129,20,56,80,57,1.1,1
S01130,19,89,87,76,5.6,1
S01131,16,68,92,98,5.9,1
S01132,19,70,84,75,7.6,1
S01133,17,68,50,48,1.8,1
S01134,18,98,78,85,5.4,1
S01135,16,67,57,78,2.3,1
S01136,20,71,89,80,1.4,1
S01137,17,91,72,70,4.4,1
S01138,22,63,73,63,2.1,1
S01139,19,64,87,90,2.6,1
S01140,22,75,57,78,3.5,1
S01141,21,75,41,69,3.0,1
S01142,17,43,68,70,1.3,1
S01143,22,64,70,60,1.4,1
S01144,16,64,61,71,2.3,1
S01145,19,50,47,66,1.0,1
S01146,18,80,85,90,6.5,1
S01147,17,54,69,59,3.2,1
S01148,16,50,73,74,3.2,1
S01149,20,71,57,59,3.7,1
S01150,21,93,87,100,6.8,1
S01151,19,86,100,84,8.8,1
S01152,17,74,68,66,7.7,1
S01153,17,75,100,100,7.4,1
S01154,18,82,79,71,5.1,1
S01155,18,100,94,84,7.1,1
S01156,20,87,64,60,5.8,1
S01157,21,81,75,68,2.6,1
S01158,20,52,47,86,2.5,1
S01159,16,67,58,78,3.3,1
S01160,16,100,95,71,9.2,1
S01161,20,61,75,70,5.7,1
S01162,21,77,86,94,7.5,1
S01163,20,82,95,79,3.8,1
S01164,21,76,74,69,4.4,1
S01165,21,50,72,70,1.7,1
S01166,22,44,64,54,2.1,1
S01167,19,100,88,73,8.4,1
S01168,21,55,68,52,6.1,1
S01169,18,77,75,82,3.7,1
S01170,21,81,100,85,8.1,1
S01171,21,79,69,69,2.8,1
S01172,21,82,91,58,9.8,1
S01173,22,100,85,72,3.8,1
S01174,22,75,83,78,3.7,1
S01175,16,76,76,48,3.5,1
S01176,22,53,60,66,1.7,1
S01177,18,60,77,64,1.6,1
S01178,18,81,84,76,6.7,1
S01179,22,100,100,100,8.8,1
S01180,20,92,78,97,8.0,1
S01181,19,69,57,100,1.8,1
S01182,22,84,80,65,5.7,1
S01183,21,69,48,70,1.5,1
S01184,17,42,56,79,0.9,1
S01185,19,100,67,74,6.7,1
S01186,19,67,60,97,5.6,1
S01187,18,60,91,68,1.3,1
S01188,19,77,53,43,0.8,1
S01189,22,100,88,78,9.9,1
S01190,21,68,61,56,0.8,1
S01191,21,68,62,74,4.7,1
S01192,16,78,71,91,5.3,1
S01193,21,63,85,64,1.6,1
S01194,21,66,69,80,2.1,1
S01195,18,55,83,73,3.8,1
S01196,21,100,100,85,7.7,1
S01197,16,78,80,74,5.3,1
S01198,17,73,79,92,6.6,1
S01199,22,89,77,93,9.9,1
S01200,18,89,82,77,7.8,1
S01201,17,57,73,78,4.6,1
S01202,18,84,65,70,4.7,1
S01203,20,83,100,75,6.4,1
S01204,19,100,96,95,6.8,1
S01205,20,77,89,75,5.3,1
S01206,21,68,81,100,6.6,1
S01207,17,43,47,70,0.7,1
S01208,21,69,90,66,4.6,1
S01209,19,64,73,61,3.1,1
S01210,18,55,73,52,1.7,1
S01211,19,62,70,71,1.4,1
S01212,16,73,84,70,6.2,1
S01213,19,80,100,53,5.5,1
S01214,16,60,60,51,2.9,1
S01215,19,83,72,64,5.0,1
S01216,22,72,96,80,5.2,1
S01217,16,80,67,67,2.4,1
S01218,17,90,81,92,6.7,1
S01219,21,89,84,75,7.9,1
S01220,21,85,96,82,8.0,1
S01221,20,62,78,99,6.2,1
S01222,21,94,73,74,5.4,1
S01223,18,51,69,66,1.1,1
S01224,22,69,70,63,3.2,1
S01225,19,65,50,62,1.4,1
S01226,20,92,94,96,9.7,1
S01227,18,78,81,73,1.8,1
S01228,18,48,73,67,1.9,1
S01229,16,100,100,86,9.0,1
S01230,21,100,84,92,9.5,1
S01231,17,83,99,77,7.8,1
S01232,17,55,51,60,0.6,1
S01233,20,30,44,65,0.5,1
S01234,22,61,63,84,4.1,1
S01235,17,58,66,56,1.9,1
S01236,19,60,72,60,0.7,1
S01237,17,90,79,65,4.9,1
S01238,20,100,91,86,9.5,1
S01239,17,73,58,83,3.6,1
S01240,19,85,91,76,6.8,1
S01241,16,76,94,80,6.7,1
S01242,22,46,72,56,2.9,1
S01243,20,75,70,75,6.7,1
S01244,16,63,76,51,2.5,1
S01245,16,74,78,69,1.7,1
S01246,16,90,100,87,7.2,1
S01247,18,64,58,69,1.6,1
S01248,22,88,100,96,10.0,1
S01249,21,40,59,71,2.2,1
S01250,22,56,69,63,6.1,1
S01251,18,53,93,65,4.4,1
S01252,21,58,70,41,1.7,1
S01253,22,70,76,57,0.8,1
S01254,16,92,67,71,6.4,1
S01255,20,97,92,86,8.2,1
S01256,21,83,95,100,8.5,1
S01257,19,89,66,85,5.1,1
S01258,19,75,100,100,7.9,1
S01259,17,93,80,91,6.9,1
S01260,21,65,91,83,7.4,1
S01261,20,62,70,77,5.2,1
S01262,18,100,67,90,6.5,1
S01263,16,85,99,89,8.2,1
S01264,17,64,78,71,4.3,1
S01265,19,100,91,100,8.2,1
S01266,18,94,77,84,6.1,1
S01267,18,58,69,51,2.1,1
S01268,16,61,75,60,0.7,1
S01269,21,72,64,73,3.9,1
S01270,19,44,85,74,5.7,1
S01271,20,72,92,83,8.5,1
S01272,18,73,61,61,1.7,1
S01273,16,77,68,66,8.1,1
S01274,20,96,90,66,8.7,1
S01275,21,66,72,59,1.9,1
S01276,19,100,94,83,8.6,1
S01277,21,78,77,77,9.9,1
S01278,18,89,100,72,7.4,1
S01279,20,86,100,83,8.0,1
S01280,20,85,93,100,9.9,1
S01281,20,71,100,91,6.3,1
S01282,18,71,60,82,3.4,1
S01283,18,97,74,76,8.5,1
S01284,21,81,69,78,6.3,1
S01285,17,80,83,93,6.0,1
S01286,21,61,47,50,2.9,1
S01287,19,81,83,80,7.7,1
S01288,16,51,97,67,1.3,1
S01289,20,86,74,71,9.3,1
S01290,17,77,64,76,3.6,1
S01291,16,70,51,82,1.7,1
S01292,17,58,71,89,4.7,1
S01293,22,48,56,61,0.9,1
S01294,21,74,76,91,7.0,1
S01295,18,91,90,70,9.1,1
S01296,20,69,97,90,8.5,1
S01297,21,51,80,62,1.7,1
S01298,16,45,60,64,1.7,1
S01299,22,93,88,87,8.2,1
S01300,22,92,98,94,9.3,1
S01301,22,69,61,60,4.9,1
S01302,16,63,75,66,5.2,1
S01303,16,64,64,68,3.5,1
S01304,16,84,100,69,9.0,1
S01305,16,100,100,83,6.6,1
S01306,22,80,60,79,3.2,1
S01307,22,60,85,86,3.3,1
S01308,17,93,74,90,9.0,1
S01309,21,69,62,83,0.6,1
S01310,20,61,74,71,3.6,1
S01311,18,61,61,65,5.8,1
S01312,22,41,54,65,1.9,1
S01313,18,76,51,62,1.4,1
S01314,21,86,72,92,8.2,1
S01315,21,94,59,92,9.0,1
S01316,18,81,86,89,8.3,1
S01317,22,76,90,99,9.0,1
S01318,18,65,78,74,5.8,1
S01319,17,72,97,92,8.2,1
S01320,19,82,49,76,4.1,1
S01321,22,100,78,83,6.8,1
S01322,22,95,100,91,9.9,1
S01323,20,47,78,54,2.6,1
S01324,16,78,84,71,4.2,1
S01325,19,91,64,74,5.1,1
S01326,21,74,61,58,1.8,1
S01327,22,60,34,49,1.3,1
S01328,18,86,96,81,8.4,1
S01329,19,94,100,86,9.8,1
S01330,20,87,56,59,4.3,1
S01331,21,69,48,49,1.3,1
S01332,16,55,61,41,1.1,1
S01333,16,86,93,92,9.0,1
S01334,20,69,69,86,4.9,1
S01335,20,56,61,71,3.5,1
S01336,18,91,66,72,5.0,1
S01337,22,60,70,56,3.5,1
S01338,16,81,83,52,5.1,1
S01339,21,82,89,87,8.7,1
S01340,19,74,78,86,6.1,1
S01341,21,82,63,74,7.1,1
S01342,17,78,83,84,4.0,1
S01343,17,82,85,76,7.5,1
S01344,20,69,78,94,6.8,1
S01345,18,62,66,57,1.6,1
S01346,17,69,69,50,5.9,1
S01347,16,85,63,76,2.9,1
S01348,21,84,89,76,8.1,1
S01349,21,65,66,57,4.5,1
S01350,20,100,75,97,9.9,1
S01351,22,69,41,55,1.4,1
S01352,22,76,92,70,7.9,1
S01353,19,73,83,97,6.9,1
S01354,20,92,86,83,7.8,1
S01355,19,69,56,55,3.4,1
S01356,22,86,77,72,5.2,1
S01357,20,79,83,100,8.1,1
S01358,20,74,60,70,2.7,1
S01359,20,39,66,61,2.6,1
S01360,22,76,82,84,5.7,1
S01361,19,70,99,73,5.5,1
S01362,19,62,76,65,3.2,1
S01363,20,67,80,63,3.3,1
S01364,17,81,82,79,3.1,1
S01365,18,72,77,87,7.8,1
S01366,22,56,79,97,6.7,1
S01367,18,76,78,90,8.4,1
S01368,18,100,86,100,9.8,1
S01369,19,55,71,83,5.0,1
S01370,19,53,53,61,1.1,1
S01371,17,69,63,62,1.0,1
S01372,18,67,75,91,3.3,1
S01373,18,100,77,100,9.4,1
S01374,20,53,74,95,5.5,1
S01375,19,64,65,59,3.1,1
S01376,18,88,56,53,4.3,1
S01377,21,66,71,71,6.2,1
S01378,17,94,93,83,6.7,1
S01379,21,60,75,59,2.0,1
S01380,21,99,75,92,9.8,1
S01381,22,93,84,73,5.7,1
S01382,22,67,46,46,1.8,1
S01383,17,84,86,94,9.0,1
S01384,21,67,60,64,1.2,1
S01385,18,83,100,100,9.1,1
S01386,19,98,93,94,10.0,1
S01387,17,69,72,92,7.2,1
S01388,20,87,72,76,7.8,1
S01389,21,84,73,76,3.7,1
S01390,17,89,85,99,9.4,1
S01391,16,90,73,84,5.5,1
S01392,16,100,97,82,7.5,1
S01393,22,92,98,94,9.3,1
S01394,19,100,100,98,9.8,1
S01395,18,94,77,100,8.4,1
S01396,19,71,61,65,3.4,1
S01397,19,100,96,79,9.7,1
S01398,19,78,100,72,6.5,1
S01399,19,84,83,91,9.3,1
S01400,20,64,84,82,6.9,1
S01401,20,64,86,78,3.4,1
S01402,22,82,73,82,4.0,1
S01403,17,67,91,58,5.7,1
S01404,16,90,100,80,8.0,1
S01405,19,68,74,74,3.5,1
S01406,22,72,85,91,6.0,1
S01407,17,48,80,72,3.8,1
S01408,16,100,77,100,8.2,1
S01409,21,81,58,82,4.9,1
S01410,18,92,63,68,1.2,1
S01411,20,76,57,66,2.1,1
S01412,21,75,74,63,1.1,1
S01413,16,55,81,80,5.2,1
S01414,21,40,75,63,1.5,1
S01415,18,62,49,77,1.6,1
S01416,22,79,100,100,9.4,1
S01417,16,82,63,100,8.8,1
S01418,21,100,62,64,4.8,1
S01419,20,100,100,80,9.9,1
S01420,20,46,53,67,0.5,1
S01421,17,52,76,79,6.3,1
S01422,21,68,83,83,6.4,1
S01423,19,68,92,63,4.8,1
S01424,21,68,50,58,4.3,1
S01425,22,59,90,78,4.8,1
S01426,16,86,89,66,4.4,1
S01427,16,76,79,92,7.4,1
S01428,22,70,56,59,1.8,1
S01429,21,65,65,58,2.4,1
S01430,22,75,57,42,2.2,1
S01431,18,64,73,83,3.0,1
S01432,22,66,84,85,5.5,1
S01433,20,54,44,49,1.6,1
S01434,22,83,79,66,8.7,1
S01435,16,93,55,64,3.3,1
S01436,20,64,67,77,2.0,1
S01437,16,83,94,76,6.9,1
S01438,17,69,48,61,0.9,1
S01439,19,81,92,91,6.4,1
S01440,16,97,73,72,7.1,1
S01441,20,61,75,60,2.5,1
S01442,17,53,57,65,0.9,1
S01443,16,59,67,70,4.0,1
S01444,18,83,76,55,1.4,1
S01445,22,61,85,73,1.6,1
S01446,19,53,45,75,2.9,1
S01447,16,71,77,80,3.3,1
S01448,17,69,80,76,5.5,1
S01449,18,78,91,63,6.9,1
S01450,21,83,63,80,6.1,1
S01451,17,81,51,53,1.9,1
S01452,22,65,57,44,2.1,1
S01453,17,82,93,85,8.8,1
S01454,18,72,70,80,5.8,1
S01455,17,98,87,100,8.8,1
S01456,18,47,82,60,4.0,1
S01457,16,68,100,88,6.3,1
S01458,18,80,87,60,5.5,1
S01459,18,49,81,85,3.5,1
S01460,19,71,74,68,5.0,1
S01461,18,70,66,73,5.3,1
S01462,18,75,62,64,2.4,1
S01463,21,66,70,80,3.5,1
S01464,16,100,73,70,8.0,1
S01465,22,93,100,87,9.2,1
S01466,19,92,90,65,3.9,1
S01467,21,52,71,95,3.4,1
S01468,20,84,79,56,2.4,1
S01469,16,78,98,54,6.9,1
S01470,16,87,58,90,3.6,1
S01471,20,100,74,97,9.9,1
S01472,22,35,65,63,3.6,1
S01473,18,78,74,73,4.2,1
S01474,21,92,66,71,6.2,1
S01475,17,100,100,64,8.1,1
S01476,19,61,99,74,5.0,1
S01477,17,80,76,73,4.5,1
S01478,20,97,83,96,10.0,1
S01479,16,63,65,51,0.6,1
S01480,22,100,79,80,9.0,1
S01481,16,76,78,62,1.9,1
S01482,19,79,85,75,8.0,1
S01483,16,84,90,93,6.4,1
S01484,16,70,82,81,3.7,1
S01485,19,87,97,82,8.8,1
S01486,21,56,81,68,0.6,1
S01487,21,68,69,55,2.7,1
S01488,19,71,73,74,5.9,1
S01489,22,81,46,88,3.8,1
S01490,20,95,54,87,6.3,1
S01491,16,48,67,65,0.7,1
S01492,22,77,61,61,1.6,1
S01493,16,52,54,65,1.7,1
S01494,20,75,52,51,2.3,1
S01495,21,90,85,72,4.9,1
S01496,22,84,74,88,7.6,1
S01497,18,82,100,89,9.1,1
S01498,18,82,100,87,8.4,1
S01499,18,69,55,60,2.4,1
S01500,21,97,83,65,4.7,1
S01501,21,44,71,57,2.4,1
S01502,20,68,57,67,3.0,1
S01503,16,75,65,85,5.3,1
S01504,20,54,60,54,1.1,1
S01505,20,64,53,69,2.6,1
S01506,21,86,100,90,9.4,1
S01507,18,90,73,86,4.9,1
S01508,17,90,61,75,4.7,1
S01509,16,58,58,46,0.6,1
S01510,21,65,74,93,2.9,1
S01511,18,84,81,99,8.7,1
S01512,22,64,41,72,2.1,1
S01513,17,95,75,68,4.4,1
S01514,17,56,45,58,0.6,1
S01515,21,65,66,60,5.0,1
S01516,19,53,65,59,0.7,1
S01517,16,97,81,88,8.3,1
S01518,17,80,87,86,8.3,1
S01519,21,87,100,100,8.0,1
S01520,21,73,65,78,3.2,1
S01521,18,81,100,98,8.5,1
S01522,22,57,88,84,5.7,1
S01523,19,59,61,75,4.1,1
S01524,16,70,76,85,6.4,1
S01525,20,55,44,40,0.6,1
S01526,22,63,72,63,1.9,1
S01527,22,95,100,69,7.6,1
S01528,18,51,63,56,2.8,1
S01529,17,88,58,93,6.2,1
S01530,17,67,77,62,4.2,1
S01531,18,68,79,73,8.6,1
S01532,21,93,85,95,9.5,1
S01533,17,100,95,88,8.9,1
S01534,19,78,84,75,3.1,1
S01535,16,63,75,87,2.3,1
S01536,22,89,81,82,5.0,1
S01537,22,60,57,45,0.6,1
S01538,19,70,44,73,0.7,1
S01539,17,58,83,76,5.8,1
S01540,22,62,86,79,5.4,1
S01541,20,100,87,73,9.9,1
S01542,16,83,62,73,2.4,1
S01543,16,72,82,55,3.0,1
S01544,22,55,58,71,1.6,1
S01545,18,82,89,81,9.2,1
S01546,22,83,86,93,7.9,1
S01547,18,100,97,72,8.3,1
S01548,22,87,95,72,9.1,1
